LandUse,LotArea,BldgArea,NumBldgs,NumFloors,UnitsRes,LotFront,LotDepth,BldgFront,BldgDepth,ProxCode,LotType,AssessLand,BuiltFAR,BoroCode,BBL,XCoord,YCoord,ZoneMap,Sanborn,TaxMap,PLUTOMapID,Shape_Leng,Shape_Area,Largest Property Use Type - Gross Floor Area (ft²),Building Age,ENERGY STAR Score,Weather Normalized Source EUI (kBtu/ft²),Weather Normalized Site Natural Gas Use (therms),Weather Normalized Site Energy Use (kBtu),Latitude,Longitude,NTA,GeoID,ntaname,Mean household income (dollars),Civilian noninstitutionalized population with private insurance,Population in labour force,Population with determined poverty status,Population with 65 years and over,Population,Total households,School Employees,Population with bachelor’s degree or higher,Married males,Married females,Average household size,Vacant housing units,Median Gross Rent (dollars),Housing units with 3 or more vehicles available
5,11975,46374,1,5.0,0,72.0,146.92,72.0,55.0,3,3,512100,3.87,3,3051090008,995962,175495,22c,310 006,31602,1,495.0821597,11921.51694,24000.0,1,100,0.0,0.0,484.5,40.64842,-73.958234,Erasmus,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
8,72065,165000,1,4.0,0,220.83,326.33,178.75,182.0,1,3,3080700,2.29,3,3051100025,997158,175491,23a,310 029,31602,1,1090.40416,72103.99523,129665.0,88,16,169.2,74744.1,13052358.5,40.648608,-73.952821,Erasmus,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,15300,60480,1,6.0,64,140.0,111.0,140.0,72.0,2,5,378900,3.95,3,3049180025,999388,174551,23a,310 036,31509,1,499.1074923,15335.78965,60435.0,54,63,114.6,37079.4,4790663.8,40.645884,-73.945169,East Flatbush-Farragut,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,19313,75126,1,6.0,76,75.0,257.5,75.0,187.0,3,5,347850,3.89,3,3050850090,997583,177189,17b,310 024,31602,1,667.3224366,18265.36712,75126.0,93,49,116.8,62039.0,7012535.1,40.65254,-73.951845,Prospect Lefferts Gardens-Wingate,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,10000,44147,1,6.0,42,100.0,100.83,100.0,84.5,3,5,247500,4.41,3,3050560022,996689,178180,17b,310 014,31601,1,412.2783552,10622.28444,44147.0,89,64,107.5,31222.1,3645742.2,40.655943,-73.95514,Prospect Lefferts Gardens-Wingate,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,6055,27018,1,6.0,30,50.0,121.0,50.0,105.5,3,5,149850,4.46,3,3050560028,996765,178176,17b,310 014,31601,1,344.707154,6008.043059,27018.0,88,36,137.0,25185.0,2895608.3,40.655959,-73.954906,Prospect Lefferts Gardens-Wingate,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,18000,57456,1,6.0,76,180.0,100.0,174.25,90.0,1,5,445500,3.19,3,3051730045,998262,173837,23a,310 034,31603,1,561.2795717,18047.77705,57456.0,55,73,143.5,49637.5,6046751.2,40.643844,-73.94979,Erasmus,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
4,36451,173322,2,8.0,170,230.79,200.0,220.0,150.0,1,3,1558350,4.75,3,3048370017,998288,177965,17b,310 020,31507,1,870.9285905,37027.96019,164934.0,4,100,16.2,19263.0,2207721.8,40.655111,-73.950023,Erasmus,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,15907,51914,1,6.0,59,95.0,166.58,95.0,112.0,3,5,286200,3.26,3,3050840029,996743,177374,17b,310 023,31602,1,522.2766737,15785.5563,51914.0,88,8,154.3,56962.8,6421565.9,40.65384,-73.954997,Prospect Lefferts Gardens-Wingate,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
2,16837,33044,1,4.0,40,75.0,224.5,75.0,158.0,3,5,454500,1.96,3,3050850072,998031,177203,17b,310 024,31602,1,615.121875,17809.27469,35357.0,94,13,136.0,33012.7,3780089.3,40.652603,-73.950688,Prospect Lefferts Gardens-Wingate,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,53437,176270,1,6.0,145,187.6,285.0,93.75,227.0,3,5,961650,3.3,3,3050850083,997710,177211,17b,310 024,31602,1,957.9491891,54697.92912,176270.0,92,78,105.6,122414.2,14298912.5,40.65257,-73.951311,Prospect Lefferts Gardens-Wingate,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,28144,94667,1,6.0,82,98.75,285.0,98.75,247.0,1,5,569700,3.36,3,3048530082,998737,177286,17b,310 025,31507,1,767.0928087,27849.7845,94667.0,90,100,27.9,25186.0,2518600.2,40.652755,-73.94778,Erasmus,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
2,19320,43400,1,4.0,61,75.0,257.5,75.0,195.0,3,5,130500,2.25,3,3048530090,998554,177259,17b,310 025,31507,1,668.1335991,19991.4945,44485.0,92,39,126.5,36262.3,4275778.6,40.652723,-73.948439,Erasmus,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,14517,38493,1,12.0,43,70.0,140.33,70.0,90.0,1,5,620550,2.65,3,3051100068,996923,175451,23a,310 029,31602,1,628.9209546,13869.84067,38493.0,4,73,108.4,5175.2,1813321.9,40.647936,-73.954428,Erasmus,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,18466,62841,1,6.0,66,100.58,200.0,100.0,149.0,3,5,415350,3.4,3,3050650075,997166,177656,17b,310 014,31601,1,607.0557146,18770.11048,62841.0,91,58,119.9,45676.9,5545869.7,40.65393,-73.953758,Prospect Lefferts Gardens-Wingate,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,12000,41370,1,6.0,41,75.0,160.0,74.75,108.0,3,5,270000,3.45,3,3050880027,997901,176909,17b,310 024,31602,1,486.6492485,12693.25522,41370.0,84,48,138.3,42025.1,4669295.5,40.652573,-73.950926,Prospect Lefferts Gardens-Wingate,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
2,14000,44800,1,4.0,54,100.0,140.0,100.0,130.0,1,3,283500,3.2,3,3052120024,997307,172445,23a,310 044,31604,1,490.291334,14646.69806,44800.0,88,48,116.8,35725.6,4101338.9,40.639709,-73.953068,Erasmus,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
2,14000,44800,1,4.0,54,100.0,140.0,100.0,130.0,1,3,283500,3.2,3,3052120024,997307,172445,23a,310 044,31604,1,490.291334,14646.69806,44800.0,88,53,117.2,35660.2,4104551.1,40.639709,-73.953068,Erasmus,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,10000,43068,1,6.0,42,100.0,100.0,90.0,90.0,1,3,202500,4.31,3,3052120019,997410,172434,23a,310 044,31604,1,409.656575,10484.2241,43068.0,88,32,153.6,47584.7,5336586.6,40.639715,-73.952989,Erasmus,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,10000,42288,1,6.0,48,100.0,100.0,100.0,84.5,3,5,112500,4.23,3,3048840054,998357,176077,17b,310 031,31508,1,401.1871623,10057.37725,42288.0,79,38,140.7,40177.5,4636430.0,40.650042,-73.949483,Erasmus,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
2,10250,31500,1,4.0,38,102.5,100.0,100.0,90.0,2,3,230850,3.07,3,3048860032,999005,175847,17b,310 031,31508,1,418.2321575,10925.64682,37525.0,96,44,106.9,26805.9,3108042.3,40.649061,-73.947235,Erasmus,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,10000,45890,1,6.0,42,100.0,100.0,100.0,90.0,2,3,180000,4.59,3,3048880038,999442,175883,17b,310 032,31508,1,403.9045655,10191.07332,45890.0,83,12,143.1,44597.3,5132143.2,40.649623,-73.945548,East Flatbush-Farragut,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,20000,69491,1,6.0,59,100.0,200.0,100.0,144.0,3,5,270000,3.47,3,3050650030,996754,177828,17b,310 014,31601,1,587.7244267,19291.211,69491.0,88,31,112.5,29314.3,5958362.2,40.655119,-73.955004,Prospect Lefferts Gardens-Wingate,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,20000,69491,1,6.0,59,100.0,200.0,100.0,144.0,3,5,270000,3.47,3,3050650030,996754,177828,17b,310 014,31601,1,587.7244267,19291.211,69491.0,88,49,112.5,29314.3,5958362.2,40.655119,-73.955004,Prospect Lefferts Gardens-Wingate,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,20000,74016,1,6.0,66,100.0,200.0,100.0,143.33,2,5,450000,3.7,3,3050650095,996770,177630,17b,310 014,31601,1,603.2521384,20059.81259,74016.0,73,59,110.4,54111.8,6301406.6,40.653873,-73.954713,Prospect Lefferts Gardens-Wingate,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,20000,66530,1,6.0,64,100.0,200.0,100.0,147.0,3,5,360000,3.33,3,3050650105,996571,177614,17b,310 014,31601,1,602.9519955,20033.07827,66530.0,88,75,93.3,41354.4,4802397.5,40.653835,-73.955333,Prospect Lefferts Gardens-Wingate,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,20000,67417,1,6.0,71,100.0,200.0,100.0,147.0,1,5,226800,3.37,3,3050660086,997604,177693,17b,310 019,31601,1,620.8546796,21184.34193,67417.0,90,75,94.7,41605.2,4881344.4,40.654042,-73.951862,Prospect Lefferts Gardens-Wingate,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
2,10500,25584,1,4.0,35,75.0,140.0,75.0,104.0,3,5,212850,2.44,3,3050880016,997676,176903,17b,310 024,31602,1,444.1051901,11076.3475,25584.0,88,20,134.8,21420.1,2570309.9,40.652535,-73.95165,Prospect Lefferts Gardens-Wingate,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
8,15030,36859,2,6.0,60,75.15,200.0,75.0,155.0,2,5,1014750,2.45,3,3051280034,997136,175026,23a,310 029,31603,1,562.948285,15362.50801,36859.0,7,24,186.3,19471.2,3669674.6,40.646709,-73.953788,Erasmus,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,9000,37920,1,6.0,48,90.0,100.0,90.0,87.0,2,5,303750,4.21,3,3051900075,996973,173314,23a,310 038,31604,1,384.2355051,9189.615949,37930.0,88,3,223.7,60730.9,6826258.7,40.642216,-73.954443,Erasmus,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,17610,52750,1,6.0,58,125.0,143.08,100.0,120.0,2,5,515250,3.0,3,3050560083,996708,178056,17b,310 014,31601,1,533.7851732,17285.36677,52750.0,91,64,107.6,37244.1,4354393.8,40.65513,-73.955101,Prospect Lefferts Gardens-Wingate,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,17610,52750,1,6.0,58,125.0,143.08,100.0,120.0,2,5,515250,3.0,3,3050560083,996708,178056,17b,310 014,31601,1,533.7851732,17285.36677,52750.0,91,77,107.6,37244.1,4354393.8,40.65513,-73.955101,Prospect Lefferts Gardens-Wingate,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,14696,43792,1,6.0,64,73.32,228.96,73.0,130.0,3,3,127800,2.98,3,3051390032,997992,174430,23a,310 034,31603,1,770.0090529,14324.43877,47076.0,59,70,114.1,32212.2,3932100.2,40.645038,-73.950632,Erasmus,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,10190,46980,1,6.0,48,76.67,127.42,76.75,119.75,2,3,160650,4.61,3,3051390035,997945,174387,23a,310 034,31603,1,423.4754059,10513.03165,51000.0,78,42,127.6,45645.4,5176321.3,40.645033,-73.950726,Erasmus,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
2,12120,45120,1,4.0,50,120.0,104.83,120.0,94.75,2,3,300150,3.72,3,3051730058,998260,173979,23a,310 034,31603,1,447.2690124,12427.39637,45120.0,93,19,136.4,39681.0,4678491.6,40.644387,-73.949699,Erasmus,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,10800,41400,1,6.0,51,102.5,100.0,101.5,78.0,2,3,243000,3.83,3,3052140024,997845,172471,23a,310 044,31604,1,419.6522,10989.96455,41400.0,60,53,126.1,34722.3,4034694.5,40.639824,-73.951159,Erasmus,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
2,9165,29600,1,4.0,32,75.0,122.33,74.17,100.0,3,5,206100,3.23,3,3050560029,996827,178181,17b,310 014,31601,1,402.7202755,9600.156229,29600.0,102,100,31.5,720.0,377802.6,40.655964,-73.954812,Prospect Lefferts Gardens-Wingate,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,30025,112518,1,6.0,118,150.0,185.58,150.0,148.25,2,5,177300,3.75,3,3048530035,998540,177494,17b,310 025,31507,1,833.0647173,32287.69478,112518.0,55,89,94.7,59201.4,7855601.0,40.654235,-73.948503,Erasmus,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,28100,94500,1,6.0,84,150.0,187.58,150.0,117.08,1,5,379350,3.36,3,3048530043,998744,177523,17b,310 025,31507,1,675.9516886,28228.30973,115360.0,54,75,92.8,71189.7,8274715.8,40.654265,-73.948031,Erasmus,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
2,13500,36000,1,4.0,42,100.0,135.0,100.0,100.0,2,3,182250,2.67,3,3048710001,999348,177026,17b,310 026,31508,1,487.2907475,14483.28344,38520.0,95,7,142.6,33543.7,4057697.6,40.652856,-73.945765,East Flatbush-Farragut,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,29256,114346,1,6.0,129,200.0,180.0,200.0,180.0,1,3,526500,3.91,3,3049050001,999523,175680,23a,310 032,31509,1,778.6088815,30764.31093,114346.0,63,34,132.5,99333.4,11617477.1,40.649161,-73.945368,East Flatbush-Farragut,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,16100,58231,1,6.0,66,159.0,100.0,159.25,74.67,1,5,579600,3.62,3,3049060065,999738,175449,23a,310 032,31509,1,535.9202566,17042.58091,62307.0,60,60,113.0,46253.1,5406135.5,40.64822,-73.944457,East Flatbush-Farragut,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,31750,95100,1,6.0,99,195.0,200.0,115.0,120.0,2,5,499950,3.0,3,3050660039,997893,177939,17b,310 019,31601,1,797.6079395,32430.38032,95092.0,57,53,120.9,67482.0,8757040.9,40.655356,-73.951064,Prospect Lefferts Gardens-Wingate,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,31750,95100,1,6.0,99,195.0,200.0,115.0,120.0,2,5,499950,3.0,3,3050660039,997893,177939,17b,310 019,31601,1,797.6079395,32430.38032,95092.0,57,52,121.5,67482.0,8815948.8,40.655356,-73.951064,Prospect Lefferts Gardens-Wingate,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,20200,71754,1,6.0,78,162.5,125.0,152.5,100.0,3,3,499950,3.55,3,3050840001,996568,177054,17b,310 023,31602,1,586.9986432,21186.15566,71710.0,92,39,139.0,67450.8,7776012.0,40.65235,-73.95551,Prospect Lefferts Gardens-Wingate,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,27625,91078,1,6.0,77,150.0,171.0,150.0,116.0,3,5,497250,3.3,3,3050840042,997069,177391,17b,310 023,31602,1,710.5837147,27239.95485,91078.0,90,29,126.7,86008.5,9495961.4,40.653911,-73.953804,Prospect Lefferts Gardens-Wingate,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
3,14860,56250,1,6.0,53,83.0,175.67,82.75,125.42,1,5,234000,3.79,3,3050850041,997865,177459,17b,310 024,31602,1,526.578466,15060.22383,58500.0,83,40,123.5,51857.8,5820566.0,40.65408,-73.950993,Prospect Lefferts Gardens-Wingate,BK1701,East Flatbush-Erasmus,71699.0,21318,23096,43698,5631,44162,16245,11629,8144,16377,19993,2.68,2557,1389.0,142
2,11250,40600,1,4.0,44,100.0,112.5,100.0,101.5,2,3,253350,3.61,3,3049680044,999826,172462,23a,310 042,31510,1,438.9668131,11948.01919,40610.0,88,51,109.0,31683.0,3560481.0,40.640235,-73.944276,East Flatbush-Farragut,BK1702,East Flatbush-Farragut,78762.0,20249,17993,34993,6524,35118,12408,9259,6727,12361,16770,2.83,982,1394.0,325
3,12192,51840,1,6.0,59,84.5,137.58,127.58,84.5,2,3,301950,4.25,3,3049330001,999307,174285,23a,310 036,31509,1,490.8158552,13001.3009,55469.0,90,41,121.1,46133.5,5281894.6,40.645014,-73.946031,East Flatbush-Farragut,BK1702,East Flatbush-Farragut,78762.0,20249,17993,34993,6524,35118,12408,9259,6727,12361,16770,2.83,982,1394.0,325
2,7750,27936,1,4.0,32,100.0,77.5,90.0,77.5,2,3,157050,3.6,3,3049680025,999711,172612,23a,310 042,31510,1,364.326068,8165.590176,27936.0,84,23,124.5,23672.4,2721696.9,40.640246,-73.944384,East Flatbush-Farragut,BK1702,East Flatbush-Farragut,78762.0,20249,17993,34993,6524,35118,12408,9259,6727,12361,16770,2.83,982,1394.0,325
5,98200,38800,1,1.0,0,500.0,200.0,199.75,185.0,2,5,2430450,0.4,3,3050160013,1001762,170935,23a,315 021,31511,1,1420.922749,102640.8365,36800.0,51,47,459.1,34285.1,8176350.8,40.636004,-73.937402,East Flatbush-Farragut,BK1702,East Flatbush-Farragut,78762.0,20249,17993,34993,6524,35118,12408,9259,6727,12361,16770,2.83,982,1394.0,325
8,93000,137500,1,3.0,0,200.0,600.0,600.0,200.0,1,3,3975750,1.48,3,3050220002,1002807,171024,23a,315 028,31511,1,1683.303117,93361.58247,150000.0,15,34,130.2,36182.9,9865591.5,40.636455,-73.933582,East Flatbush-Farragut,BK1702,East Flatbush-Farragut,78762.0,20249,17993,34993,6524,35118,12408,9259,6727,12361,16770,2.83,982,1394.0,325
3,12000,50059,1,6.0,48,120.0,100.0,120.0,80.0,3,5,270000,4.17,3,3050050026,998794,170778,23a,315 002,31511,1,444.3106166,12279.08994,50059.0,88,38,115.4,39120.9,4507628.7,40.635422,-73.947916,Flatbush,BK1702,East Flatbush-Farragut,78762.0,20249,17993,34993,6524,35118,12408,9259,6727,12361,16770,2.83,982,1394.0,325
3,11000,51480,1,6.0,59,100.0,110.0,100.0,100.0,1,3,247500,4.68,3,3050060006,999086,170386,23a,315 014,31511,1,426.6518126,11357.92556,51480.0,93,43,128.2,43622.3,5084182.8,40.634082,-73.946602,Flatbush,BK1702,East Flatbush-Farragut,78762.0,20249,17993,34993,6524,35118,12408,9259,6727,12361,16770,2.83,982,1394.0,325
8,55000,37125,2,3.0,0,200.0,275.0,165.0,75.0,1,1,2351250,0.68,3,3049650001,998951,172651,23a,310 042,31510,1,938.3673371,53610.3313,78080.0,122,69,85.3,9589.0,4708457.6,40.640066,-73.947253,East Flatbush-Farragut,BK1702,East Flatbush-Farragut,78762.0,20249,17993,34993,6524,35118,12408,9259,6727,12361,16770,2.83,982,1394.0,325
8,79000,70000,2,3.0,0,200.0,395.0,179.42,62.33,1,3,3377250,0.89,3,3049880066,1001711,171577,23a,315 015,31511,1,1206.147852,82014.38057,80400.0,88,38,109.4,33773.4,5817776.8,40.63694,-73.937339,East Flatbush-Farragut,BK1702,East Flatbush-Farragut,78762.0,20249,17993,34993,6524,35118,12408,9259,6727,12361,16770,2.83,982,1394.0,325
3,6000,25200,1,6.0,30,60.0,100.0,60.0,70.0,1,5,135000,4.2,3,3077220029,1000978,170129,23a,315 018,32306,1,320.8409034,6025.139015,25200.0,90,39,143.0,25915.0,2906847.6,40.633555,-73.939998,East Flatbush-Farragut,BK1702,East Flatbush-Farragut,78762.0,20249,17993,34993,6524,35118,12408,9259,6727,12361,16770,2.83,982,1394.0,325
3,182300,388800,12,6.0,504,720.0,430.0,40.0,100.0,1,3,1723500,2.13,3,3049670040,999728,172228,23a,310 042,31510,1,2329.86649,179087.7206,412128.0,69,34,146.2,328007.2,42019589.4,40.639958,-73.945491,East Flatbush-Farragut,BK1702,East Flatbush-Farragut,78762.0,20249,17993,34993,6524,35118,12408,9259,6727,12361,16770,2.83,982,1394.0,325
8,64000,90500,1,3.0,0,290.0,200.0,265.0,175.0,1,5,2736000,1.41,3,3049940023,998769,171602,23a,315 013,31511,1,1144.110943,66864.06628,97200.0,67,71,97.5,43315.0,6092092.1,40.637711,-73.948159,Flatbush,BK1702,East Flatbush-Farragut,78762.0,20249,17993,34993,6524,35118,12408,9259,6727,12361,16770,2.83,982,1394.0,325
3,60000,129600,4,6.0,168,139.5,430.0,40.0,90.0,1,5,945000,2.16,3,3049640047,998829,172219,23a,310 042,31510,1,1127.260341,58736.98445,137376.0,69,44,136.7,105187.9,13280265.2,40.640028,-73.947602,East Flatbush-Farragut,BK1702,East Flatbush-Farragut,78762.0,20249,17993,34993,6524,35118,12408,9259,6727,12361,16770,2.83,982,1394.0,325
3,138745,324000,10,6.0,420,331.0,435.0,200.0,435.0,1,3,1080000,2.34,3,3049810001,999631,171775,23a,315 013,31511,1,1515.273946,135945.0471,343440.0,69,51,131.6,292858.6,34450361.5,40.638435,-73.945326,East Flatbush-Farragut,BK1702,East Flatbush-Farragut,78762.0,20249,17993,34993,6524,35118,12408,9259,6727,12361,16770,2.83,982,1394.0,325
2,10250,32964,1,4.0,42,102.5,100.0,102.5,89.0,2,3,207450,3.22,3,3049490006,999191,173595,23a,310 041,31510,1,427.7245397,11430.54164,32964.0,109,32,130.7,31710.4,3521012.4,40.643371,-73.946609,East Flatbush-Farragut,BK1702,East Flatbush-Farragut,78762.0,20249,17993,34993,6524,35118,12408,9259,6727,12361,16770,2.83,982,1394.0,325
3,11000,46632,1,6.0,59,100.0,110.0,100.0,100.0,1,3,371250,4.24,3,3049530039,1000320,173035,23a,310 039,31510,1,425.2038572,11281.47358,46632.0,88,21,130.9,38389.3,4579641.2,40.641326,-73.942524,East Flatbush-Farragut,BK1702,East Flatbush-Farragut,78762.0,20249,17993,34993,6524,35118,12408,9259,6727,12361,16770,2.83,982,1394.0,325
3,11799,65561,1,6.0,54,115.0,102.5,115.0,92.5,1,3,238950,5.56,3,3049660009,999258,172756,23a,310 042,31510,1,443.2655051,12234.88162,65602.0,82,53,112.4,49513.5,5729148.1,40.640979,-73.945623,East Flatbush-Farragut,BK1702,East Flatbush-Farragut,78762.0,20249,17993,34993,6524,35118,12408,9259,6727,12361,16770,2.83,982,1394.0,325
3,21800,92180,1,6.0,90,212.5,100.0,202.5,100.0,2,3,441450,4.23,3,3049680038,999730,172404,23a,310 042,31510,1,640.5326792,22145.89131,92180.0,79,25,136.4,86435.6,9894332.3,40.64012,-73.944525,East Flatbush-Farragut,BK1702,East Flatbush-Farragut,78762.0,20249,17993,34993,6524,35118,12408,9259,6727,12361,16770,2.83,982,1394.0,325
3,6000,30600,1,6.0,35,60.0,100.0,60.0,85.0,1,5,121500,5.1,3,3049680050,999833,172372,23a,310 042,31510,1,321.336546,6070.670763,30600.0,89,65,117.6,25191.8,2859578.3,40.639757,-73.943588,East Flatbush-Farragut,BK1702,East Flatbush-Farragut,78762.0,20249,17993,34993,6524,35118,12408,9259,6727,12361,16770,2.83,982,1394.0,325
2,7250,26126,1,4.0,29,100.0,72.5,90.0,72.5,1,3,146700,3.6,3,3049690036,999984,172491,23a,310 040,31510,1,351.3594221,7483.196149,26126.0,88,31,127.9,23897.9,2686828.6,40.640295,-73.943303,East Flatbush-Farragut,BK1702,East Flatbush-Farragut,78762.0,20249,17993,34993,6524,35118,12408,9259,6727,12361,16770,2.83,982,1394.0,325
3,14350,53100,1,6.0,63,102.5,140.0,85.0,120.0,1,3,323100,3.7,3,3049960002,999281,171245,23a,315 013,31511,1,499.2329794,15072.36094,56817.0,57,26,144.5,46768.6,5855374.9,40.636777,-73.946145,Flatbush,BK1702,East Flatbush-Farragut,78762.0,20249,17993,34993,6524,35118,12408,9259,6727,12361,16770,2.83,982,1394.0,325
2,10000,36000,1,4.0,42,100.0,100.0,100.0,90.0,2,3,202500,3.6,3,3049970006,999562,171251,23a,315 013,31511,1,405.8524037,10291.62118,36000.0,94,24,122.2,29196.1,3396409.5,40.636464,-73.944978,East Flatbush-Farragut,BK1702,East Flatbush-Farragut,78762.0,20249,17993,34993,6524,35118,12408,9259,6727,12361,16770,2.83,982,1394.0,325
2,11275,36180,1,4.0,47,102.5,110.0,102.5,98.0,2,3,253800,3.21,3,3050070006,999348,170405,23a,315 014,31511,1,425.3897634,11296.42629,36180.0,93,14,146.5,38037.0,4270666.8,40.634134,-73.945719,Flatbush,BK1702,East Flatbush-Farragut,78762.0,20249,17993,34993,6524,35118,12408,9259,6727,12361,16770,2.83,982,1394.0,325
