BBL,Largest Property Use Type - Gross Floor Area (ft²),Building Age,ENERGY STAR Score,Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Latitude,Longitude,NTA
3061110040,45000.0,66,90,3.5,0.6,40.617875,-74.036838,Bay Ridge
1013270001,554180.0,33,48,18,0,40.757989,-73.969174,Turtle Bay-East Midtown
1022030009,47000.0,51,54,31.9,0.8,40.8641,-73.918083,Marble Hill-Inwood
4053010033,40408.0,68,15,5.7,0,40.762803,-73.795924,Murray Hill
1015527502,28444.0,32,26,9.1,0.7,40.780281,-73.949532,Yorkville
4001310009,27288.0,56,54,5.9,0.1,40.74586,-73.914346,Hunters Point-Sunnyside-West Maspeth
1009040040,51127.0,34,57,6.9,0.5,40.739012,-73.981535,Gramercy
3057310054,28000.0,91,94,0.3,0.6,40.629269,-74.003815,Dyker Heights
1006460019,106239.0,3,59,24.4,0.3,40.74105,-74.007412,West Village
3029270300,40000.0,61,70,3.6,0,40.716288,-73.93119,East Williamsburg
3024830025,42173.0,3,79,7.3,0.1,40.737431,-73.953743,Greenpoint
1001757501,90585.0,99,29,18.6,0.4,40.717914,-74.003153,SoHo-TriBeCa-Civic Center-Little Italy
4162287501,46000.0,14,100,2.3,0.4,40.577724,-73.839029,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
3075580063,43000.0,56,28,4.4,1.1,40.633473,-73.946753,Flatbush
4002397501,457424.0,2,96,6.3,0.2,40.749261,-73.936613,Hunters Point-Sunnyside-West Maspeth
4062050001,27500.0,87,10,3.1,1,40.760065,-73.781974,Bayside-Bayside Hills
4062847501,36805.0,40,40,10.1,0.3,40.762578,-73.771287,Bayside-Bayside Hills
4050107501,37255.0,58,38,5.8,0.9,40.763201,-73.827892,Flushing
3037820130,55324.0,19,7,10.3,0.8,40.666259,-73.900209,East New York (Pennsylvania Ave)
1007780007,37000.0,69,42,8.5,0.1,40.747871,-73.994832,Midtown-Midtown South
4017217501,45000.0,14,27,8.2,0.3,40.757758,-73.862645,North Corona
4012380040,166752.0,47,29,5,1.1,40.746611,-73.909736,Woodside
1000907501,405762.0,123,39,8.5,0.1,40.711508,-74.007679,Battery Park City-Lower Manhattan
3067827503,25166.0,10,93,3.4,0.4,40.609634,-73.95336,Madison
4051210050,33490.0,51,50,4.5,0.9,40.754884,-73.829675,Flushing
4000477502,29206.0,12,13,10.3,0.4,40.745981,-73.951918,Hunters Point-Sunnyside-West Maspeth
2035150001,332298.0,65,1,34.6,0.1,40.814473,-73.865804,Soundview-Castle Hill-Clason Point-Harding Park
2025140050,50400.0,88,1,17.9,0.8,40.836503,-73.927351,Highbridge
2029290082,87413.0,92,100,5.5,0.1,40.839561,-73.898912,Claremont-Bathgate
3032740001,169944.0,65,91,6.5,0.1,40.693753,-73.925746,Bushwick South
4010030011,38160.0,58,1,13.7,0.5,40.767168,-73.897686,Steinway
4051800015,115396.0,63,84,1,0.8,40.756506,-73.826007,Flushing
3036790001,141500.0,91,77,10.2,0.8,40.673997,-73.904073,Brownsville
4025250017,28940.0,30,26,9.1,0.9,40.730258,-73.924955,Hunters Point-Sunnyside-West Maspeth
3081380250,50000.0,69,49,8.4,1.1,40.62771,-73.97627,Flatbush
1005290003,39546.0,119,73,6,0,40.726706,-73.995681,West Village
1008010014,45043.0,108,80,6.2,0,40.744766,-73.993223,Hudson Yards-Chelsea-Flatiron-Union Square
3044477502,182259.0,3,100,1.5,0.4,40.656348,-73.87567,East New York
3044477501,168986.0,3,99,2.7,0.4,40.657478,-73.874795,East New York
1007320070,48264.0,2,15,20.3,0.8,40.755103,-73.998755,Hudson Yards-Chelsea-Flatiron-Union Square
3088150101,32009.0,39,2,27.3,0.8,40.584052,-73.934113,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
3036967501,225298.0,2,100,4.6,0.1,40.673118,-73.903855,Brownsville
1012810021,598248.0,95,34,11.4,1,40.754538,-73.977398,Midtown-Midtown South
1008390027,34690.0,9,25,21,0.3,40.750746,-73.984112,Midtown-Midtown South
1008580045,213567.0,13,19,14.5,1.3,40.744359,-73.98463,Midtown-Midtown South
4050427501,105763.0,32,86,2.2,0.6,40.7569,-73.830442,Flushing
1020670036,25093.0,99,11,6.1,1,40.720829,-73.772149,Jamaica Estates-Holliswood
1008530001,242151.0,19,24,18.4,0.1,40.741184,-73.987759,Hudson Yards-Chelsea-Flatiron-Union Square
1000537502,396477.0,9,78,10.4,0,40.709139,-74.01402,Battery Park City-Lower Manhattan
1010140058,706000.0,19,65,14.5,0.4,40.757482,-73.988309,Midtown-Midtown South
4050190101,44962.0,91,55,2,0.9,40.758679,-73.82907,Flushing
4015660039,61500.0,56,61,1.8,0.9,40.745259,-73.873237,Elmhurst
1009947503,170144.0,5,13,15.1,0.5,40.755338,-73.985313,Midtown-Midtown South
1002710057,37565.0,26,47,4.2,0.2,40.713413,-73.989683,Lower East Side
3053750072,36000.0,95,19,3,1,40.639743,-73.973408,Kensington-Ocean Parkway
4033450001,39000.0,101,16,8.7,0.4,40.713471,-73.833179,Forest Hills
1014917501,213234.0,49,45,4.9,0,40.776022,-73.960768,Upper East Side-Carnegie Hill
1007880064,59488.0,93,87,4.5,0,40.754559,-73.989374,Midtown-Midtown South
1015800038,33000.0,79,87,5.5,0.6,40.774315,-73.947403,Yorkville
4031690031,49300.0,27,65,3.7,0.2,40.724481,-73.854055,Forest Hills
4003410001,43000.0,90,51,6.5,0.6,40.758049,-73.930761,Astoria
4014927501,20652.0,32,13,13.9,0.2,40.745916,-73.884193,Elmhurst
2023190098,39264.0,64,83,5.8,0.4,40.809255,-73.93065,Mott Haven-Port Morris
1007670043,46812.0,60,49,6.8,0,40.741228,-73.998293,Hudson Yards-Chelsea-Flatiron-Union Square
1004840003,39749.0,119,62,14.5,0,40.723168,-73.999123,SoHo-TriBeCa-Civic Center-Little Italy
3019790024,38000.0,40,94,3.6,0.5,40.684623,-73.964337,Clinton Hill
3011580037,42050.0,88,84,2.6,0.5,40.677848,-73.969781,Prospect Heights
3009580017,38570.0,17,76,5,0.5,40.676453,-73.982663,Park Slope-Gowanus
3009580007,38458.0,17,91,5.8,0.5,40.676561,-73.98294,Park Slope-Gowanus
3009930006,71644.0,7,91,5.3,0.3,40.671837,-73.986564,Park Slope-Gowanus
3070230021,46340.0,14,75,5.2,0.5,40.578264,-73.981792,Seagate-Coney Island
1020130009,26574.0,91,15,8.4,0,40.820518,-73.938478,Central Harlem North-Polo Grounds
5017250095,32185.0,30,33,16.6,0.2,40.612832,-74.17516,New Springville-Bloomfield-Travis
1008190050,57077.0,109,1,42.5,1.2,40.738741,-73.992379,Hudson Yards-Chelsea-Flatiron-Union Square
3004200045,28022.0,79,52,9.3,0.2,40.678948,-73.982857,Park Slope-Gowanus
4001997501,36330.0,70,37,3.9,0,40.740922,-73.925773,Hunters Point-Sunnyside-West Maspeth
1011860009,41931.0,99,33,3.5,0,40.78345,-73.983111,Upper West Side
3064370021,28380.0,93,84,1.4,0.2,40.603004,-74.0061,Bath Beach
2043410075,31320.0,57,44,5.7,0,40.859377,-73.86857,Bronxdale
1004830013,62500.0,89,37,9.1,0.3,40.722306,-73.998294,SoHo-TriBeCa-Civic Center-Little Italy
4006680005,30533.0,86,12,21.6,0.1,40.754715,-73.922477,Astoria
4023740106,32500.0,90,14,4.5,1,40.728653,-73.901022,Maspeth
3065180059,154378.0,55,28,4.2,0.8,40.624929,-73.970626,Ocean Parkway South
4033220001,77670.0,99,65,3.3,0.8,40.706868,-73.834241,Kew Gardens
4021070024,55300.0,69,62,5.9,0.6,40.7351,-73.857979,Forest Hills
1017720001,37835.0,7,53,3.3,0.2,40.803675,-73.939769,East Harlem North
1003080016,34512.0,109,92,6.5,0,40.716822,-73.990909,Chinatown
3029270168,112000.0,61,3,8.9,0.8,40.717782,-73.932448,East Williamsburg
4010780001,118312.0,64,40,1.8,0.7,40.76501,-73.885831,Jackson Heights
4002920001,73313.0,7,2,6.8,0.8,40.738707,-73.939492,Hunters Point-Sunnyside-West Maspeth
3029740170,102000.0,61,2,8.3,1,40.708299,-73.932537,East Williamsburg
"4010160565, 4010160551",54634.0,54,1,24.9,0.5,40.764902,-73.902982,park-cemetery-etc-Queens
2035760050,135700.0,18,16,8.1,0.2,40.819559,-73.844041,Soundview-Castle Hill-Clason Point-Harding Park
3003950054,28995.0,17,47,5.6,0.7,40.681839,-73.982027,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
1002227503,261896.0,137,98,4.2,0.3,40.722882,-74.009625,SoHo-TriBeCa-Civic Center-Little Italy
1005130039,28434.0,99,73,27,0.1,40.724883,-73.999073,SoHo-TriBeCa-Civic Center-Little Italy
2031210014,37800.0,3,100,1.4,0.1,40.843525,-73.884934,East Tremont
1007380015,28231.0,119,100,4,0,40.740306,-74.003814,Hudson Yards-Chelsea-Flatiron-Union Square
1007380014,24200.0,119,100,6.5,0.2,40.74032,-74.003843,Hudson Yards-Chelsea-Flatiron-Union Square
1005450046,27612.0,109,77,4.9,0.6,40.728748,-73.992402,West Village
3002340008,80754.0,95,90,2.8,0.5,40.696574,-73.997032,Brooklyn Heights-Cobble Hill
3004447501,72911.0,81,62,5.3,0.4,40.679778,-73.991207,Carroll Gardens-Columbia Street-Red Hook
3002360001,71380.0,95,70,3.3,0.6,40.695756,-73.993851,Brooklyn Heights-Cobble Hill
3010590055,74945.0,99,96,2.6,0.4,40.675123,-73.973009,Park Slope-Gowanus
3010590050,62120.0,82,75,3.3,0.6,40.675041,-73.9728,Park Slope-Gowanus
3010600008,68934.0,91,76,3.9,0.5,40.675145,-73.971148,Park Slope-Gowanus
3002310030,123028.0,120,80,4.4,0.3,40.698333,-73.993591,Brooklyn Heights-Cobble Hill
1011240018,25754.0,48,37,14.3,1.4,40.776186,-73.977983,Lincoln Square
2033040069,39414.0,99,52,5.5,0.6,40.865858,-73.892997,Bedford Park-Fordham North
2033010001,43660.0,99,57,3.5,0.8,40.867207,-73.891408,Bedford Park-Fordham North
2033000029,30420.0,99,63,3.9,0.1,40.866684,-73.892461,Bedford Park-Fordham North
2033000047,28290.0,99,56,4.6,0.7,40.867166,-73.891372,Bedford Park-Fordham North
3038750054,26000.0,19,46,11.8,0.5,40.656358,-73.896559,East New York
1008430045,272680.0,113,61,15,0.4,40.737051,-73.992844,Hudson Yards-Chelsea-Flatiron-Union Square
1006310030,51300.0,40,65,6.8,0.5,40.733661,-74.006917,West Village
1006340047,53600.0,54,74,7.2,0.4,40.735566,-74.007989,West Village
1015600031,56000.0,58,90,4.2,0.5,40.773161,-73.950573,Yorkville
1006920015,111330.0,89,96,4.8,0.2,40.746295,-74.006644,Hudson Yards-Chelsea-Flatiron-Union Square
1009990054,66190.0,40,96,4.3,0.5,40.758612,-73.983233,Midtown-Midtown South
1009340020,110140.0,119,61,9.2,0.3,40.740864,-73.976342,Murray Hill-Kips Bay
2023270064,48600.0,28,69,11.8,0.2,40.815694,-73.918327,Melrose South-Mott Haven North
2028440038,54571.0,95,65,4.1,0.8,40.84112,-73.915893,West Concourse
2028440021,104288.0,92,61,5.3,0.7,40.841331,-73.915766,West Concourse
2028470029,47797.0,94,35,4.7,1,40.844176,-73.913727,Mount Hope
2028450070,47084.0,91,66,4.5,0.8,40.842126,-73.914124,West Concourse
2028450027,45582.0,91,76,3.7,0.8,40.843347,-73.914296,West Concourse
2028380004,53964.0,93,84,3.7,0.7,40.843955,-73.912795,Mount Hope
2028450077,33750.0,91,62,3.4,0.9,40.841991,-73.914218,West Concourse
2028470063,65056.0,93,67,4.3,0.8,40.844027,-73.91277,Mount Hope
2028450017,52220.0,93,74,3.6,0.8,40.842804,-73.914683,West Concourse
2028450020,66260.0,91,56,4.4,0.8,40.843166,-73.914423,West Concourse
2028450007,84800.0,93,81,4.3,0.7,40.842478,-73.914915,West Concourse
3086880079,52200.0,90,60,3.3,0.8,40.577043,-73.96231,Brighton Beach
2024217501,127440.0,3,87,5,0.5,40.826203,-73.916977,East Concourse-Concourse Village
3046150036,35080.0,93,30,3.6,0.9,40.663125,-73.922367,Brownsville
3045960043,43500.0,92,5,7.1,0.8,40.663193,-73.926552,Rugby-Remsen Village
3046490006,35000.0,93,7,6.3,0.9,40.659786,-73.921528,Rugby-Remsen Village
3011810036,32320.0,95,53,3.1,0.8,40.670821,-73.95871,Crown Heights North
3048180001,44100.0,60,56,4.4,0.9,40.658779,-73.939586,Prospect Lefferts Gardens-Wingate
3046420029,39670.0,91,14,3.3,1,40.655647,-73.925807,Rugby-Remsen Village
3046660037,42625.0,93,37,3.1,0.8,40.655172,-73.920636,Rugby-Remsen Village
1020790007,42528.0,72,32,3.6,0,40.827091,-73.947964,Hamilton Heights
3011870044,30320.0,96,48,3.5,0.8,40.669909,-73.958955,Crown Heights South
3046500046,36665.0,94,34,4,0.8,40.658756,-73.919431,Rugby-Remsen Village
3014060037,36372.0,103,35,3,0.8,40.667342,-73.937415,Crown Heights South
3046950037,32800.0,91,46,3.3,0.6,40.649945,-73.93297,East Flatbush-Farragut
3035900011,240000.0,44,13,5.9,1.2,40.662765,-73.907449,Brownsville
2028390041,68000.0,93,29,5.1,1,40.83758,-73.916978,West Concourse
3070550013,380100.0,47,99,4.8,0.2,40.57454,-73.990886,Seagate-Coney Island
2028450001,49042.0,93,64,4.8,0.8,40.841753,-73.914388,West Concourse
2028460061,81640.0,92,50,4.9,0.9,40.842703,-73.914777,West Concourse
1008610052,35778.0,99,86,5.9,0.4,40.747826,-73.987101,Midtown-Midtown South
1019870024,44568.0,25,44,6.7,0.7,40.817836,-73.953738,Manhattanville
2028290068,46896.0,106,55,5.5,0.7,40.851951,-73.906705,Mount Hope
2028050031,106450.0,104,76,4.3,0.7,40.849197,-73.908169,Mount Hope
2027900007,23500.0,93,100,3.4,0,40.843069,-73.905904,Mount Hope
2028540021,31125.0,92,60,5.8,0.7,40.851689,-73.90809,Mount Hope
2028500047,37090.0,95,81,3.8,0,40.84837,-73.910375,Mount Hope
2028540064,55350.0,94,39,5.8,0.8,40.852399,-73.907445,Mount Hope
1019870037,31974.0,25,19,8.9,0.7,40.818406,-73.953152,Manhattanville
2028540018,31125.0,92,84,4.3,0.6,40.851755,-73.908028,Mount Hope
2028290063,32940.0,106,59,4.8,0.9,40.852143,-73.906531,Mount Hope
2028660110,72600.0,91,80,3.4,0.5,40.849227,-73.914664,University Heights-Morris Heights
1019500041,64506.0,84,89,4,0.5,40.809727,-73.953035,Central Harlem South
2028520021,29981.0,97,45,5.9,0.8,40.849651,-73.909271,Mount Hope
2028540015,28875.0,93,31,6.9,0.9,40.852458,-73.908078,Mount Hope
1002630008;1003210001;1003310065;1003310200;1003310120;1002660065,3091393.0,69,57,3.9,0.7,40.714413,-73.981437,Lower East Side
1003310120,564060.0,69,40,6.1,0.7,40.714413,-73.981437,Lower East Side
1011387503,199076.0,20,89,6.5,0,40.774386,-73.983399,Lincoln Square
3019600038,40614.0,87,65,3,0.7,40.686062,-73.967415,Clinton Hill
3050970095,46680.0,83,44,3.5,0.9,40.648738,-73.962951,Flatbush
3065920006,46000.0,91,42,3.7,0.9,40.615114,-73.964107,Ocean Parkway South
3087150068,45000.0,85,67,3.1,0.7,40.579303,-73.957056,Brighton Beach
1003980035,77000.0,22,13,13.1,0.4,40.722319,-73.984119,East Village
2030980001,72650.0,20,60,5.8,0.7,40.849193,-73.887812,East Tremont
2030700030,56340.0,20,46,6.3,0.8,40.849329,-73.890233,East Tremont
2029870025,105000.0,20,75,4,0.6,40.831924,-73.889337,Crotona Park East
1012700049,74523.0,34,11,23.8,0.1,40.762042,-73.975829,Midtown-Midtown South
1000260014,377224.0,115,36,9.3,0.4,40.70674,-74.010095,Battery Park City-Lower Manhattan
1000550014,258081.0,93,35,9.2,0.4,40.70904,-74.015117,Battery Park City-Lower Manhattan
2026140043,26650.0,113,20,5.2,0.6,40.828841,-73.90312,Morrisania-Melrose
3006437506,28000.0,19,55,8.3,0.3,40.662552,-73.995833,Sunset Park West
4049800014,28550.0,92,12,18,0.6,40.759867,-73.828969,Flushing
3048700033,25300.0,96,3,6.6,0.8,40.650971,-73.946448,Erasmus
3050830110,29946.0,81,41,4.1,0.9,40.652916,-73.957038,Prospect Lefferts Gardens-Wingate
4134060028,28228.0,5,59,9.6,0.4,40.659969,-73.767898,Springfield Gardens South-Brookville
2030170029,46306.0,95,86,1.2,0.2,40.830092,-73.885159,Crotona Park East
1021270029,26150.0,105,13,9.3,1,40.841918,-73.937305,Washington Heights South
1008820008,25596.0,119,95,4.1,0.7,40.741831,-73.984331,Gramercy
1004350045,32698.0,99,50,7.6,0.8,40.726576,-73.98476,East Village
1021800082,45222.0,95,83,3.3,0,40.850995,-73.937221,Washington Heights North
1006180042,26700.0,57,94,4.8,0.6,40.73805,-74.000599,West Village
1011690057,45976.0,95,1,11.9,1.3,40.783293,-73.980808,Upper West Side
2044290006,31751.0,92,42,4.1,1,40.863587,-73.868413,Bronxdale
1021390175,44574.0,73,93,3.4,0.7,40.843715,-73.94142,Washington Heights South
1012290006,41137.0,119,54,6.3,0.6,40.785425,-73.979612,Upper West Side
1021420050,48298.0,99,99,2.8,0.5,40.844231,-73.940997,Washington Heights South
1020500007,41982.0,99,78,4.1,0.7,40.822565,-73.947737,Hamilton Heights
1020500015,41982.0,99,74,4.1,0.8,40.8231,-73.947342,Hamilton Heights
1014480045,46932.0,81,76,3.9,0.7,40.769892,-73.956883,Lenox Hill-Roosevelt Island
1020630054,29424.0,117,80,3.9,0.8,40.827381,-73.944828,Hamilton Heights
1020500113,47822.0,98,77,3,0.9,40.822979,-73.946352,Hamilton Heights
1022410002,42874.0,83,66,3.9,0.8,40.868039,-73.922974,Marble Hill-Inwood
1021150062,32262.0,91,62,4.8,1,40.833144,-73.944617,Washington Heights South
1021190001,46420.0,110,61,5.9,0.9,40.835361,-73.942132,Washington Heights South
1009280009,79000.0,51,100,3.2,0.3,40.736934,-73.980684,Gramercy
3009280013,35700.0,99,64,5.7,0.7,40.683482,-73.978031,Park Slope-Gowanus
1022220045,41490.0,99,59,4.2,0.9,40.864649,-73.921582,Marble Hill-Inwood
1021720100,47642.0,91,45,4.1,0.8,40.860759,-73.929121,Washington Heights North
1020980043,41526.0,99,59,4,0,40.831085,-73.947813,Hamilton Heights
1020500118,47586.0,89,71,3.5,0.9,40.82316,-73.946222,Hamilton Heights
1021110064,46800.0,108,86,3.8,0.1,40.837296,-73.936656,Washington Heights South
1020510020,37752.0,89,73,6.2,0.8,40.821968,-73.945732,Hamilton Heights
1020510035,42516.0,104,60,4.3,0.7,40.82291,-73.945283,Hamilton Heights
2044260005,47886.0,88,71,3.1,0.8,40.861367,-73.868229,Bronxdale
1022390021,45962.0,94,69,4.4,0.7,40.867968,-73.923733,Marble Hill-Inwood
1021420202,45760.0,95,98,3.1,0.5,40.84698,-73.938551,Washington Heights South
1021390312,40720.0,97,58,3.8,0,40.845557,-73.940989,Washington Heights South
1010860031,31541.0,74,1,11.7,0.6,40.769485,-73.988303,Clinton
1015220041,31620.0,84,63,4.2,0,40.784239,-73.951132,Upper East Side-Carnegie Hill
1007400037,32930.0,119,9,7.9,0.8,40.74184,-74.001559,Hudson Yards-Chelsea-Flatiron-Union Square
1020750011,29520.0,109,50,3.8,0,40.82463,-73.95017,Hamilton Heights
1020750008,29520.0,109,59,3.8,0,40.824649,-73.950221,Hamilton Heights
1020660029,36496.0,93,5,7,0.6,40.828315,-73.942373,Hamilton Heights
1020670043,26724.0,99,38,4.1,0,40.829103,-73.942084,Hamilton Heights
2024720028,29400.0,102,11,4.2,0.1,40.831072,-73.920382,West Concourse
2024560244,41184.0,97,44,4,0.1,40.832889,-73.916431,East Concourse-Concourse Village
2027940062,32150.0,80,46,3.7,0,40.843757,-73.908881,Mount Hope
2025820061,25980.0,99,67,4.9,0,40.811077,-73.906181,Mott Haven-Port Morris
1005640004,43395.0,79,16,9.9,0,40.734193,-73.992549,West Village
1014290041,25758.0,87,89,3.9,0,40.771479,-73.958691,Lenox Hill-Roosevelt Island
3011550054,40040.0,99,97,2.1,0,40.676173,-73.959615,Crown Heights North
3088070135,31776.0,57,41,6.1,0.6,40.58415,-73.932763,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
4031640054,39940.0,64,89,3.2,0.4,40.721536,-73.856478,Forest Hills
3071980006,42268.0,62,49,4,0.7,40.590813,-73.967735,Gravesend
2028590001,36253.0,91,63,4,0.7,40.842551,-73.917452,West Concourse
2028410025,83267.0,28,69,5.5,0.6,40.838659,-73.917732,West Concourse
2028450045,27083.0,91,25,4.5,0.9,40.843028,-73.91348,West Concourse
4033490039,31704.0,102,65,0.7,0.8,40.713075,-73.831203,Kew Gardens
2027200041,38634.0,95,12,7.6,0,40.813912,-73.899533,Longwood
1021800450,136320.0,56,34,5,0,40.855967,-73.935412,Washington Heights North
1012400024,196293.0,97,59,4.3,0,40.791748,-73.972802,Upper West Side
1018890072,94804.0,108,81,3.1,0.6,40.799537,-73.971752,Upper West Side
1018937501,172017.0,99,83,4.7,0.4,40.803176,-73.968156,Morningside Heights
1018910011,62605.0,93,91,2.9,0.6,40.80047,-73.969812,Upper West Side
1021710012,80300.0,68,40,5.2,0.8,40.859634,-73.930058,Washington Heights North
1021790489,117678.0,77,59,3.5,0,40.856967,-73.936908,Washington Heights North
1018940067,151912.0,90,88,3.5,0.5,40.80581,-73.967133,Morningside Heights
1018967501,69280.0,108,64,7,0.5,40.807462,-73.964712,Morningside Heights
1012420062,99494.0,91,82,4.1,0.5,40.794317,-73.973881,Upper West Side
1009390028,185549.0,21,36,10.2,0.6,40.74354,-73.975023,Murray Hill-Kips Bay
3063790065,34000.0,93,76,2.5,0.6,40.601401,-73.99565,Bensonhurst West
1013910002,41287.0,96,83,4.7,0,40.775244,-73.964989,Upper East Side-Carnegie Hill
1020860054,29750.0,115,55,8.2,0.5,40.822601,-73.95587,Manhattanville
3050820003,29000.0,88,4,2.9,1.2,40.652711,-73.959939,Flatbush
1003977503,121182.0,30,9,11,0.1,40.721937,-73.985321,East Village
1011717510,630089.0,6,41,9.9,0,40.772463,-73.989844,Lincoln Square
4051860024,25139.0,88,100,3.5,0.1,40.75464,-73.822976,Flushing
3050830108,35736.0,82,68,3.9,0.8,40.652968,-73.958386,Prospect Lefferts Gardens-Wingate
3050830095,35736.0,82,69,3.9,0.7,40.652971,-73.958281,Prospect Lefferts Gardens-Wingate
4014550050,33420.0,94,24,4.6,0.9,40.753002,-73.873371,Jackson Heights
4014550085,26433.0,92,40,4.4,0.7,40.753019,-73.873277,Jackson Heights
4014550080,26433.0,92,61,4.5,0.6,40.753183,-73.872471,Jackson Heights
4014690063,30644.0,92,78,4.1,0.5,40.752798,-73.872544,Jackson Heights
4014690058,31720.0,92,43,4.1,0.8,40.752787,-73.872541,Jackson Heights
3022680001,37499.0,90,27,6.5,0.7,40.700243,-73.947814,Bedford
1001710005,48180.0,119,100,3.1,0,40.717223,-74.003716,SoHo-TriBeCa-Civic Center-Little Italy
3030560035,40840.0,53,17,1.5,0.9,40.708962,-73.934328,Bushwick South
1012750006,74485.0,29,30,11.8,1,40.752058,-73.981466,Murray Hill-Kips Bay
1020360049,35520.0,99,97,3.5,0.1,40.826164,-73.938075,Central Harlem North-Polo Grounds
3007690036,30920.0,91,52,3.4,0.7,40.641832,-74.000378,Sunset Park East
1021150014,31000.0,109,11,5.1,1,40.833536,-73.943652,Washington Heights South
3046220036,43032.0,90,7,4.9,1,40.657066,-73.928988,Prospect Lefferts Gardens-Wingate
3066210006,45600.0,88,48,3,0.7,40.607307,-73.983419,Bensonhurst East
3063340045,48000.0,78,36,3,0.8,40.604371,-73.996226,Bensonhurst West
2043920040,26327.0,8,59,8.4,0.2,40.86001,-73.843085,Allerton-Pelham Gardens
2033260060,34620.0,91,15,4.8,0.9,40.879387,-73.881989,Norwood
2024320001,46500.0,91,1,8.1,1.1,40.828349,-73.91678,East Concourse-Concourse Village
2024630016,48395.0,97,96,6.1,0.1,40.833516,-73.918667,West Concourse
2025140025,42000.0,88,4,5.5,1.1,40.834861,-73.927327,Highbridge
2024630030,45955.0,96,31,3.1,0.9,40.834535,-73.919775,West Concourse
3055900010,44000.0,90,15,3.3,1.1,40.644621,-73.995943,Sunset Park East
3067370030,42180.0,82,25,3.2,1,40.619484,-73.957412,Midwood
2029910005,82100.0,1,99,4.5,0.4,40.837938,-73.886812,Crotona Park East
1012187501,115446.0,33,24,6.9,0.4,40.78735,-73.972104,Upper West Side
1002480070,83904.0,32,21,5.8,1,40.710632,-73.989871,Lower East Side
1007780070,42564.0,99,1,20.5,0.5,40.748472,-73.994395,Midtown-Midtown South
3056280008,32400.0,91,37,5.4,0.7,40.637385,-73.993233,Borough Park
2051410394,141156.0,21,3,21.9,0.7,40.879864,-73.823909,Co-op City
2028400008,60570.0,91,51,4.3,0.6,40.838797,-73.918133,West Concourse
1020690008,25884.0,93,100,4.4,0.1,40.829646,-73.940692,Hamilton Heights
2028020014,25400.0,96,87,5.6,0.3,40.848259,-73.905387,Mount Hope
2028020017,30000.0,96,1,5.1,1.8,40.84822,-73.905188,Mount Hope
2031730005,73734.0,89,25,3.6,0.9,40.860578,-73.900467,Fordham South
2024570007,28695.0,102,67,4.7,0.5,40.835151,-73.917067,East Concourse-Concourse Village
1019930047,65172.0,93,55,4.2,0.6,40.813612,-73.961099,Morningside Heights
2037130037,67500.0,89,3,7.1,1,40.82526,-73.878411,Soundview-Bruckner
2037170032,40986.0,89,1,6.4,1.3,40.825543,-73.875585,Soundview-Bruckner
2037130043,41200.0,89,6,4.7,1.1,40.824947,-73.878335,Soundview-Bruckner
2028070035,32900.0,96,2,5.4,1.3,40.851754,-73.906698,Mount Hope
3050550046,36782.0,91,22,3.8,0.9,40.655754,-73.957987,Prospect Lefferts Gardens-Wingate
3011730067,26576.0,98,91,2.7,0.5,40.673949,-73.964609,Prospect Heights
3054090038,50000.0,89,15,4.5,1,40.631808,-73.976139,Kensington-Ocean Parkway
1009437501,810221.0,30,10,7.7,0.4,40.746742,-73.972741,Murray Hill-Kips Bay
1011450029,46621.0,99,88,4.3,0.5,40.778316,-73.978794,Lincoln Square
1005007502,37748.0,119,9,16.6,0.6,40.724153,-74.000079,SoHo-TriBeCa-Civic Center-Little Italy
1018207501,36637.0,118,77,4.5,0.6,40.798801,-73.953762,Central Harlem South
1021710105,43737.0,78,50,3.5,0,40.8592,-73.928927,Washington Heights North
1012160016,25090.0,119,90,5.2,0.5,40.78625,-73.9737,Upper West Side
1018740037,37572.0,74,76,3.7,0.7,40.798765,-73.967757,Upper West Side
1022430354,47180.0,79,45,3.4,0,40.870767,-73.918158,Marble Hill-Inwood
1018820038,47234.0,109,68,3.5,0.8,40.803907,-73.964063,Morningside Heights
1018830025,26424.0,104,72,3.1,0,40.803921,-73.964053,Morningside Heights
1021390316,40720.0,97,52,3.5,0,40.84562,-73.941137,Washington Heights South
1012070006,28764.0,93,22,5.2,0,40.790401,-73.967639,Upper West Side
3067230001,36000.0,96,61,2.6,0.7,40.622492,-73.963567,Midwood
3012060031,29712.0,99,57,5.6,0.9,40.67771,-73.950799,Crown Heights North
3051350044,29568.0,97,28,4.2,0.9,40.645507,-73.955082,Erasmus
3051010044,46338.0,95,58,4.9,0.8,40.64774,-73.959517,Flatbush
1021700340,29950.0,97,61,4.3,0.8,40.856423,-73.931168,Washington Heights North
3050730001,39688.0,95,37,4.8,0.7,40.648893,-73.968713,Flatbush
3051230016,37800.0,95,63,3.3,0.6,40.646568,-73.960354,Flatbush
3051230019,37800.0,93,45,3.2,0.7,40.646469,-73.960332,Flatbush
3051230022,41868.0,93,87,3.2,0.7,40.646307,-73.9603,Flatbush
